filepath;espece_fr
../data/raw/OpenAnimalTracks/mountainlion/Cougar-Tracks-9.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081379.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081392.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081387.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/Mountain-Lion-Tracks-(3).jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/176523288.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/Cougar-Tracks-8.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/171232970.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/176525758.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/1628568.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081385.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081384.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081353.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/176525349.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/50547767.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/171233106.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/95667127.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/60977390.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/25557134.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/50547788.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081380.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/50547776.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/171221671.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/60977391.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/171233498.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/262138358.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/60977422.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/108358390.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/50547760.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/95334601.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/10081341.jpg;puma
../data/raw/OpenAnimalTracks/mountainlion/170949357.jpg;puma
../data/raw/OpenAnimalTracks/raccoon/171906599.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/238164259.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/93696868.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211917188.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906374.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/83507021.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/93695839.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85705266.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650189.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/9707528_da21ea76ca_o.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71385892.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211842163.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/110648906.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/76043821.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/222660695.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182628229.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/40299768.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182631975.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714791.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170917231.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704796.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172719726.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182630882.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/88964685.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906559.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/98289979.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/68133347.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714815.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172719647.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714800.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/9535414398_f9286e5364_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/70043616.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/107674206.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211834753.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650405.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/62821761.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/86646547.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/289969070_83116a843d_o.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11022araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170949360.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/62821765.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650367.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/3676715744_fb7498f378_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714810.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/78624227.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/3181434866_2bd27fdc5d_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906367.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170031063.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71698429.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/79030862.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170917209.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/230512523.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/78624185.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171233281.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182629537.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211917172.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182631152.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704829.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171720547.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170949376.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650074.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331201.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906317.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171907551.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/110648421.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71227909.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704866.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11031araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182628699.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/179787209.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172715431.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170917085.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/76043842.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/80374808.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59803806.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59803621.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/76044861.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/28988548.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/7119472607_65d3b878cc_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331410.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/116445218.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/132588335_3689661911091561_8761819446621571066_n.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/237504960.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906329.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/12027460325_b1d147451a_o.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/63689419.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/83504405.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723601.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172009708.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172334790.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59689299.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/645036.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171720532.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59692493.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211842488.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331428.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172719635.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/6973396528_61a9006964_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71695422.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906338.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170711955.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211835952.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59803828.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85705374.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71227844.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170917240.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/238540817.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/59689311.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906514.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172009482.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/114665519.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172325488.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172325463.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331402.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/90511085.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170911977.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172335301.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/169279163.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650448.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171233340.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/110648790.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211835979.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914774.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914786.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/90511103.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172720327.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211842097.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71385966.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331195.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11032araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/16637605901_c0fc954650_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/163709194.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/169279146.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172009471.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723746.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906652.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182631883.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171233238.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/114665514.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/183207626.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172715389.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/62887118.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/228234566.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/83504437.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914793.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211835963.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/110801793.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/179787216.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71700420.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11045araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182631894.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914800.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/40299893.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/110801802.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906283.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906297.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/88964611.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172335291.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723803.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/13943805440_77b0249854_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171915748.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704935.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/62887123.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906293.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171907199.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906287.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906244.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723740.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704896.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/230513087.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331352.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331186.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/6283912.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/164143306.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170711948.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170912866.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/75802526.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211839391.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172335269.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/6283904.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/76044661.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211925790.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/176097754.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71699561.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/103278812.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/133114807_10219367100503018_4543088441185170361_n.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170917102.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71695164.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11043araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170912873.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/42396860231_e7477a35d4_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11033araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/183207693.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/237504920.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182629513.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/169279119.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723730.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/89335884.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11012araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172719711.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/230512510.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71695248.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714773.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906342.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331446.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/116445266.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331453.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723733.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172719699.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/76044765.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171233516.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/211834821.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182628237.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914903.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/62820857.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172626848.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171717647.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171907272.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/238539990.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182629528.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906346.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/114665439.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11021araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172720343.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182630858.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/85704957.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/40299759.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170914910.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/133016851_3689662227758196_7979607612289033478_n.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171906595.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71690724.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171714826.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/6412070105_d128e02e30_k.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170712171.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/155978093.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172009600.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/78624204.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/184000508.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/172331333.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/11042araasi.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/171723709.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/73650350.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/170031055.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/71695073.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/182630867.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/93696911.jpg;raton laveur
../data/raw/OpenAnimalTracks/raccoon/75612399.jpg;raton laveur
../data/raw/OpenAnimalTracks/western_grey_squirrel/63862942.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/46790346.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/183208230.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/153016076.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/153016062.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/62888446.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/47929597.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/30373289.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/172421160.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/95334630.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/26705356.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/100440380.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/90509684.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/75800997.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/72403873.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/95761606.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/171722816.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/47929596.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/30373288.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/62888453.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/171720185.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/171720387.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/90513958.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/63862943.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/171720408.jpg;écureuil gris occidental
../data/raw/OpenAnimalTracks/western_grey_squirrel/151713473.jpg;écureuil gris occidental
